,student_id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,internet,romantic,famrel,freetime,Dalc,Walc,absences_por,por_score,absences_math,math_score
46,47.0,GP,F,16,U,LE3,A,3,3,other,services,1,2,0,no,yes,no,no,yes,yes,no,2,3,1,4,6.0,13.0,12.0,11.0
47,48.0,GP,M,16,U,GT3,T,4,3,health,services,1,4,0,no,no,no,yes,yes,yes,no,4,2,1,1,2.0,17.0,4.0,20.0
48,49.0,GP,M,15,U,GT3,T,4,2,teacher,other,1,2,0,no,yes,no,no,yes,no,no,4,3,2,2,4.0,13.0,,
49,50.0,GP,F,15,U,GT3,T,4,4,services,teacher,1,2,0,yes,yes,no,yes,no,yes,no,4,4,1,1,2.0,12.0,,
50,51.0,GP,F,16,U,LE3,T,2,2,services,services,3,2,0,no,yes,no,no,yes,yes,no,4,3,2,3,0.0,13.0,,
51,52.0,GP,F,15,U,LE3,T,4,2,health,other,1,2,0,no,yes,no,no,yes,yes,no,4,3,1,1,0.0,16.0,,
52,53.0,GP,M,15,U,LE3,A,4,2,health,health,2,1,0,no,no,no,no,yes,no,no,5,5,3,4,4.0,9.0,,
53,54.0,GP,F,15,U,GT3,T,4,4,services,services,1,1,0,yes,yes,no,no,yes,yes,no,3,3,2,3,0.0,12.0,,
54,55.0,GP,F,15,U,LE3,A,3,3,other,other,1,1,0,no,no,no,no,yes,yes,no,5,3,4,4,0.0,13.0,,
55,56.0,GP,F,16,U,GT3,A,2,1,other,other,1,2,0,no,no,no,yes,yes,yes,yes,5,3,1,1,2.0,12.0,,
56,57.0,GP,F,15,U,GT3,A,4,3,services,services,1,2,0,no,yes,no,yes,yes,yes,no,4,3,1,1,0.0,15.0,,
57,58.0,GP,M,15,U,GT3,T,4,4,teacher,health,1,2,0,no,yes,no,yes,yes,no,no,3,2,1,1,8.0,16.0,4.0,15.0
58,59.0,GP,M,15,U,LE3,T,1,2,other,at_home,1,2,0,yes,yes,no,yes,yes,yes,no,4,3,1,1,0.0,14.0,2.0,9.0
59,60.0,GP,F,16,U,GT3,T,4,2,services,other,1,2,0,no,yes,yes,no,yes,yes,no,4,2,1,1,2.0,16.0,,
60,61.0,GP,F,16,R,GT3,T,4,4,health,teacher,1,2,0,no,yes,no,yes,yes,no,no,2,4,2,3,0.0,16.0,6.0,11.0
61,62.0,GP,F,16,U,GT3,T,1,1,services,services,4,1,0,yes,yes,no,yes,no,yes,yes,5,5,5,5,0.0,16.0,6.0,11.0
62,63.0,GP,F,16,U,LE3,T,1,2,other,services,1,2,0,yes,no,no,yes,yes,yes,no,4,4,1,1,0.0,10.0,4.0,9.0
63,64.0,GP,F,16,U,GT3,T,4,3,teacher,health,1,3,0,yes,yes,no,yes,yes,yes,no,3,4,2,4,0.0,13.0,,
64,65.0,GP,F,15,U,LE3,T,4,3,services,services,1,2,0,yes,no,no,yes,yes,yes,yes,4,4,2,4,0.0,12.0,0.0,10.0
65,66.0,GP,F,16,U,LE3,T,4,3,teacher,services,3,2,0,no,yes,no,yes,yes,yes,no,5,4,1,2,2.0,16.0,2.0,15.0
66,67.0,GP,M,15,U,GT3,A,4,4,other,services,1,4,0,no,yes,no,yes,no,yes,yes,1,3,5,5,0.0,12.0,4.0,12.0
67,68.0,GP,F,16,U,GT3,T,3,1,services,other,1,4,0,yes,yes,no,no,yes,yes,no,4,3,1,2,0.0,10.0,,
68,69.0,GP,F,15,R,LE3,T,2,2,health,services,2,2,0,yes,yes,no,no,yes,yes,no,4,1,1,3,0.0,11.0,,
69,70.0,GP,F,15,R,LE3,T,3,1,other,other,2,4,0,no,yes,no,no,no,yes,no,4,4,2,3,6.0,15.0,12.0,16.0
70,71.0,GP,M,16,U,GT3,T,3,1,other,other,2,4,0,no,yes,no,no,yes,yes,no,4,3,1,1,2.0,11.0,,
71,72.0,GP,M,15,U,GT3,T,4,2,other,other,1,4,0,no,no,no,no,yes,yes,no,3,3,1,1,0.0,10.0,0.0,10.0
72,73.0,GP,F,15,R,GT3,T,1,1,other,other,1,2,0,yes,yes,no,no,no,yes,yes,3,3,2,4,2.0,11.0,,
73,74.0,GP,M,16,U,GT3,T,3,1,other,other,1,1,0,no,no,no,yes,yes,no,no,5,3,2,2,0.0,14.0,2.0,14.0
74,75.0,GP,F,16,U,GT3,T,3,3,other,services,1,2,0,yes,yes,no,yes,yes,yes,no,4,3,2,4,4.0,11.0,,
75,76.0,GP,M,15,U,GT3,T,4,3,teacher,other,1,2,0,no,yes,no,yes,yes,yes,no,4,3,2,3,0.0,11.0,,
76,77.0,GP,M,15,U,GT3,T,4,0,teacher,other,2,4,0,no,no,no,yes,yes,yes,no,3,4,1,1,0.0,11.0,8.0,10.0
77,78.0,GP,F,16,U,GT3,T,2,2,other,other,1,4,0,no,no,no,no,yes,yes,yes,5,2,1,3,1.0,13.0,,
78,79.0,GP,M,17,U,GT3,T,2,1,other,other,2,1,3,yes,yes,no,yes,yes,yes,no,4,5,1,1,0.0,10.0,2.0,10.0
79,80.0,GP,F,16,U,GT3,T,3,4,at_home,other,1,2,0,no,yes,no,no,yes,yes,no,2,4,1,2,14.0,11.0,12.0,5.0
80,81.0,GP,M,15,U,GT3,T,2,3,other,services,1,1,0,yes,yes,no,yes,no,yes,yes,3,2,1,3,0.0,12.0,,
81,82.0,GP,M,15,U,GT3,T,2,3,other,other,1,3,0,yes,no,no,no,no,yes,no,5,3,1,2,2.0,9.0,,
82,83.0,GP,F,15,U,LE3,T,3,2,services,other,1,2,0,no,yes,no,no,yes,yes,no,4,4,1,1,4.0,11.0,,
83,84.0,GP,M,15,U,LE3,T,2,2,services,services,2,2,0,no,no,yes,yes,yes,yes,no,5,3,1,3,2.0,13.0,4.0,15.0
84,85.0,GP,F,15,U,GT3,T,1,1,other,other,1,2,0,no,yes,no,yes,no,yes,no,4,3,2,3,2.0,12.0,2.0,10.0
85,86.0,GP,F,15,U,GT3,T,4,4,services,services,2,2,0,no,no,no,no,yes,yes,yes,4,4,2,3,4.0,12.0,,
86,87.0,GP,F,16,U,LE3,T,2,2,at_home,other,1,2,0,no,yes,no,no,yes,no,no,4,3,1,2,6.0,11.0,4.0,6.0
87,88.0,GP,F,15,U,GT3,T,4,2,other,other,1,3,0,no,yes,no,yes,yes,yes,no,5,3,1,3,4.0,15.0,4.0,14.0
88,89.0,GP,M,16,U,GT3,T,2,2,services,other,2,2,0,no,no,no,yes,no,yes,no,4,4,1,1,6.0,11.0,,
89,90.0,GP,M,16,U,LE3,A,4,4,teacher,health,1,2,0,no,yes,no,no,yes,no,no,4,1,3,5,6.0,10.0,18.0,7.0
90,91.0,GP,F,16,U,GT3,T,3,3,other,other,1,3,0,no,yes,no,no,yes,yes,yes,4,3,1,3,2.0,11.0,,
91,92.0,GP,F,15,U,GT3,T,4,3,services,other,1,1,0,no,no,no,yes,yes,yes,no,4,5,1,3,6.0,13.0,,
92,93.0,GP,F,16,U,LE3,T,3,1,other,other,1,2,0,yes,yes,no,no,yes,no,no,3,3,2,3,0.0,12.0,4.0,6.0
93,94.0,GP,F,16,U,GT3,T,4,2,teacher,services,2,2,0,no,yes,no,yes,yes,yes,no,5,3,1,1,2.0,14.0,,
94,95.0,GP,M,15,U,LE3,T,2,2,services,health,1,4,0,no,yes,no,yes,yes,yes,no,4,3,1,1,2.0,12.0,6.0,14.0
95,96.0,GP,F,15,R,GT3,T,1,1,at_home,other,2,4,0,yes,yes,yes,yes,yes,yes,no,3,1,1,1,4.0,13.0,,
96,97.0,GP,M,16,R,GT3,T,4,3,services,other,2,1,0,yes,yes,yes,yes,no,yes,no,3,3,1,1,6.0,11.0,,
97,98.0,GP,F,16,U,GT3,T,2,1,other,other,1,2,0,no,yes,no,no,yes,no,yes,4,3,1,1,0.0,12.0,,
98,99.0,GP,F,16,U,GT3,T,4,4,other,other,1,1,0,no,no,no,yes,no,yes,no,5,3,1,2,4.0,13.0,6.0,14.0
99,100.0,GP,F,16,U,GT3,T,4,3,other,at_home,1,3,0,yes,yes,no,no,yes,yes,no,5,3,1,1,2.0,13.0,,
100,101.0,GP,M,16,U,GT3,T,4,4,services,services,1,1,0,yes,yes,no,yes,yes,yes,no,4,5,5,5,12.0,8.0,,
101,102.0,GP,M,16,U,GT3,T,4,4,services,teacher,1,3,0,no,yes,no,yes,yes,yes,yes,4,4,1,1,0.0,16.0,0.0,17.0
102,103.0,GP,M,15,U,GT3,T,4,4,services,other,1,1,0,no,yes,yes,yes,no,yes,no,5,3,1,1,2.0,12.0,,
103,104.0,GP,F,15,U,GT3,T,3,2,services,other,2,2,0,yes,yes,no,no,yes,yes,no,4,3,1,1,16.0,10.0,,
104,105.0,GP,M,15,U,GT3,A,3,4,services,other,1,2,0,no,yes,no,yes,yes,yes,no,5,4,1,1,0.0,16.0,,
105,106.0,GP,F,15,U,GT3,A,3,3,other,health,1,4,0,yes,no,no,no,yes,no,no,4,3,1,1,10.0,10.0,10.0,11.0
106,107.0,GP,F,15,U,GT3,T,2,2,other,other,1,4,0,yes,yes,no,no,yes,yes,no,5,1,1,1,4.0,10.0,,
107,108.0,GP,M,16,U,GT3,T,3,3,services,other,1,3,0,no,yes,no,yes,yes,yes,no,5,3,1,1,4.0,14.0,2.0,18.0
108,109.0,GP,M,15,R,GT3,T,4,4,other,other,4,4,0,no,yes,no,yes,yes,yes,yes,1,3,3,5,8.0,11.0,,
109,110.0,GP,F,16,U,LE3,T,4,4,health,health,1,3,0,no,yes,no,yes,yes,yes,yes,5,4,1,1,2.0,14.0,,
110,111.0,GP,M,15,U,LE3,A,4,4,teacher,teacher,1,1,0,no,no,no,yes,yes,yes,no,5,5,1,1,4.0,14.0,6.0,19.0
111,112.0,GP,F,16,R,GT3,T,3,3,services,other,1,3,0,yes,yes,no,yes,yes,yes,no,4,1,1,1,4.0,11.0,,
112,113.0,GP,F,16,U,GT3,T,2,2,at_home,other,1,2,1,yes,no,no,yes,yes,yes,no,3,1,1,1,12.0,10.0,6.0,13.0
113,114.0,GP,M,15,U,LE3,T,4,2,teacher,other,1,1,0,no,no,no,no,yes,yes,no,3,5,1,1,10.0,18.0,10.0,19.0
114,115.0,GP,M,15,R,GT3,T,2,1,health,services,1,2,0,no,no,no,yes,yes,yes,yes,5,4,1,1,4.0,10.0,8.0,9.0
115,116.0,GP,M,16,U,GT3,T,4,4,teacher,teacher,1,2,0,no,yes,no,yes,yes,yes,no,5,4,1,2,6.0,14.0,2.0,16.0
116,117.0,GP,M,15,U,GT3,T,4,4,other,teacher,2,2,0,no,yes,no,yes,yes,no,no,4,4,1,1,4.0,16.0,2.0,14.0
117,118.0,GP,M,16,U,GT3,T,3,3,other,services,2,1,0,no,no,no,yes,yes,yes,no,5,4,1,1,6.0,15.0,0.0,13.0
118,119.0,GP,M,17,R,GT3,T,1,3,other,other,3,2,1,no,yes,no,yes,yes,yes,no,5,2,1,4,14.0,11.0,20.0,8.0
119,120.0,GP,M,15,U,GT3,T,3,4,other,other,1,1,0,no,no,no,no,yes,yes,no,3,4,1,2,2.0,14.0,6.0,13.0
120,121.0,GP,F,15,U,GT3,T,1,2,at_home,services,1,2,0,no,no,no,no,no,yes,no,3,2,1,2,0.0,14.0,2.0,15.0
121,122.0,GP,M,15,U,GT3,T,2,2,services,services,1,4,0,no,yes,no,yes,yes,yes,no,5,5,1,2,6.0,13.0,,
122,123.0,GP,F,16,U,LE3,T,2,4,other,health,2,2,0,no,yes,no,yes,yes,yes,yes,4,2,1,2,2.0,13.0,,
123,124.0,GP,M,16,U,GT3,T,4,4,health,other,1,1,0,no,yes,no,yes,yes,yes,no,3,4,1,4,4.0,13.0,18.0,13.0
124,125.0,GP,F,16,U,GT3,T,2,2,other,other,1,2,0,no,no,no,no,yes,yes,yes,5,4,1,1,0.0,11.0,,
125,126.0,GP,M,15,U,GT3,T,3,4,services,services,1,1,0,yes,no,no,no,yes,yes,no,5,5,3,2,2.0,9.0,0.0,12.0
126,127.0,GP,F,15,U,LE3,A,3,4,other,other,1,2,0,yes,no,no,yes,yes,yes,yes,5,3,1,1,0.0,11.0,0.0,11.0
127,128.0,GP,F,19,U,GT3,T,0,1,at_home,other,1,2,2,no,yes,no,no,no,no,no,3,4,1,1,0.0,11.0,,
128,129.0,GP,M,16,R,GT3,T,4,4,teacher,teacher,1,1,0,no,no,no,yes,yes,yes,no,3,5,2,5,8.0,15.0,,
129,130.0,GP,M,16,U,GT3,T,2,3,other,other,2,3,0,no,yes,no,no,no,yes,yes,3,2,2,2,4.0,13.0,,
130,131.0,GP,F,15,R,GT3,T,3,4,services,teacher,2,3,0,no,yes,no,no,yes,yes,yes,4,2,2,2,0.0,12.0,,
131,132.0,GP,F,18,U,GT3,T,2,1,services,other,1,2,3,no,yes,no,yes,yes,yes,yes,5,4,1,3,10.0,8.0,,
132,133.0,GP,F,17,U,LE3,A,2,1,other,other,3,1,0,no,yes,no,no,yes,yes,no,3,2,1,2,8.0,11.0,,
133,134.0,GP,F,15,U,GT3,T,1,1,at_home,other,3,1,0,no,yes,no,yes,no,yes,yes,4,3,1,2,6.0,13.0,0.0,0.0
134,135.0,GP,F,17,U,LE3,T,2,2,other,other,1,1,0,no,yes,no,no,yes,yes,yes,3,4,1,3,2.0,12.0,12.0,12.0
135,136.0,GP,F,16,U,GT3,A,3,4,services,other,1,1,0,no,no,no,no,yes,yes,no,3,2,1,4,12.0,14.0,16.0,11.0
136,137.0,GP,M,16,U,GT3,T,2,1,at_home,other,4,1,0,no,no,no,no,yes,no,no,3,2,1,1,4.0,11.0,,
137,138.0,GP,F,16,U,GT3,A,2,2,other,other,1,1,1,no,no,no,no,yes,no,no,5,3,1,1,12.0,11.0,,
138,139.0,GP,M,15,R,GT3,T,3,4,at_home,teacher,4,2,0,no,yes,no,no,yes,no,yes,5,3,1,1,2.0,11.0,0.0,0.0
139,140.0,GP,F,15,U,GT3,T,4,4,services,at_home,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,1,1,4.0,15.0,0.0,0.0
140,141.0,GP,M,17,R,GT3,T,3,4,at_home,other,3,2,0,no,no,no,no,yes,no,no,5,4,2,4,2.0,10.0,0.0,0.0
141,142.0,GP,F,16,R,GT3,T,1,1,at_home,other,4,2,0,no,yes,no,no,yes,no,no,5,1,1,1,0.0,13.0,,
142,143.0,GP,M,18,U,LE3,T,3,1,services,services,2,1,0,no,no,no,yes,yes,yes,yes,3,3,4,5,2.0,12.0,,
143,144.0,GP,F,18,U,GT3,A,3,2,other,services,1,3,0,no,yes,no,yes,no,yes,yes,4,3,5,1,10.0,11.0,,
144,145.0,GP,F,16,R,GT3,T,1,1,other,services,2,1,0,no,yes,no,yes,yes,no,yes,3,3,1,2,8.0,11.0,,
145,146.0,GP,F,16,U,GT3,A,3,3,other,other,2,1,0,no,yes,no,yes,no,yes,yes,4,3,1,1,4.0,10.0,,
146,147.0,GP,M,16,U,LE3,T,1,1,services,other,1,2,2,no,no,no,no,yes,no,yes,4,4,1,3,0.0,10.0,,
147,148.0,GP,F,15,U,GT3,T,4,4,teacher,teacher,2,1,0,no,no,no,yes,yes,yes,no,4,3,1,1,6.0,14.0,0.0,15.0
148,149.0,GP,F,15,R,GT3,T,1,1,other,other,3,1,1,no,no,no,yes,yes,yes,yes,5,5,1,1,2.0,9.0,,
149,150.0,GP,M,15,U,GT3,T,4,3,teacher,services,2,4,0,yes,yes,no,no,yes,yes,no,2,2,1,1,6.0,11.0,0.0,0.0
150,151.0,GP,F,15,U,GT3,A,3,3,services,services,1,2,0,no,no,no,no,no,no,yes,1,3,2,3,24.0,9.0,,
151,152.0,GP,M,16,U,GT3,T,4,4,services,services,1,3,0,no,yes,no,yes,yes,yes,no,5,3,1,3,0.0,13.0,,
152,153.0,GP,M,16,U,LE3,T,2,2,services,services,2,1,0,no,yes,no,yes,yes,yes,no,2,3,2,2,4.0,11.0,,
153,154.0,GP,F,15,U,GT3,T,4,4,teacher,services,1,3,0,no,yes,no,yes,yes,yes,no,4,2,1,1,2.0,13.0,,
154,155.0,GP,F,16,U,LE3,T,1,1,at_home,at_home,1,1,0,no,no,no,no,yes,yes,no,3,4,3,3,4.0,11.0,2.0,13.0
155,156.0,GP,M,17,U,GT3,T,2,1,other,other,1,1,0,no,yes,no,no,yes,yes,no,5,4,1,2,22.0,6.0,,
156,157.0,GP,F,15,U,GT3,T,1,1,other,services,1,2,0,no,yes,no,no,yes,yes,no,4,4,1,2,0.0,12.0,,
157,158.0,GP,F,15,U,LE3,A,2,1,at_home,other,2,1,0,no,yes,no,yes,yes,yes,yes,4,4,1,1,0.0,10.0,,
158,159.0,GP,F,15,U,GT3,T,3,2,health,services,1,2,1,no,yes,no,no,yes,yes,no,3,3,1,1,2.0,11.0,,
159,160.0,GP,F,15,U,GT3,T,1,2,at_home,other,1,2,0,no,yes,no,no,no,yes,no,4,3,1,1,6.0,13.0,,
160,161.0,GP,F,15,U,GT3,T,1,2,at_home,services,1,2,0,no,no,no,no,no,no,yes,2,3,2,4,6.0,11.0,,
161,162.0,GP,M,16,U,GT3,T,4,4,teacher,teacher,1,1,0,no,yes,no,no,yes,yes,yes,3,3,2,1,16.0,8.0,0.0,0.0
162,163.0,GP,M,15,U,LE3,A,2,1,services,other,4,1,0,no,no,no,no,yes,yes,no,4,5,2,5,0.0,11.0,,
163,164.0,GP,M,18,U,LE3,T,1,1,other,other,1,1,2,no,no,no,no,yes,yes,yes,2,3,2,5,0.0,0.0,,
164,165.0,GP,M,16,U,LE3,T,2,1,at_home,other,1,1,1,no,no,no,yes,yes,no,yes,4,4,3,5,6.0,10.0,6.0,14.0
165,166.0,GP,F,15,R,GT3,T,3,3,services,services,2,3,0,no,yes,yes,yes,yes,yes,yes,4,2,2,3,2.0,13.0,,
166,167.0,GP,M,19,U,GT3,T,3,2,services,at_home,1,1,0,no,yes,no,no,yes,yes,yes,4,5,1,1,6.0,11.0,,
167,168.0,GP,F,17,U,GT3,T,4,4,other,teacher,1,1,0,yes,yes,no,no,yes,no,yes,4,2,1,1,0.0,13.0,0.0,12.0
168,169.0,GP,M,15,R,GT3,T,2,3,at_home,services,1,2,0,yes,no,yes,yes,yes,no,no,4,4,1,1,0.0,8.0,2.0,8.0
169,170.0,GP,M,17,R,LE3,T,1,2,other,other,1,1,3,no,no,no,no,yes,no,no,2,2,3,3,14.0,10.0,,
170,171.0,GP,F,18,R,GT3,T,1,1,at_home,other,3,1,3,no,yes,no,yes,no,no,no,5,2,1,5,6.0,11.0,6.0,10.0
171,172.0,GP,M,16,R,GT3,T,2,2,at_home,other,3,1,0,no,no,no,no,no,no,no,4,2,1,2,4.0,11.0,2.0,15.0
172,173.0,GP,M,16,U,GT3,T,3,3,other,services,1,2,1,no,yes,no,no,yes,yes,yes,4,5,4,4,0.0,1.0,,
173,174.0,GP,M,16,U,LE3,T,1,2,health,services,2,1,2,no,no,no,no,no,yes,no,4,4,3,5,0.0,10.0,,
174,175.0,GP,M,17,R,LE3,T,2,1,at_home,other,2,1,1,no,no,yes,yes,yes,yes,yes,3,3,2,2,8.0,9.0,,
175,176.0,GP,M,17,R,GT3,T,3,2,other,other,2,2,2,yes,yes,no,no,yes,yes,yes,4,4,1,4,4.0,8.0,,
176,177.0,GP,M,15,U,LE3,T,1,2,other,other,2,1,0,no,no,no,yes,yes,no,no,4,4,2,4,2.0,10.0,,
177,178.0,GP,M,16,U,GT3,T,1,3,at_home,services,1,1,1,no,no,no,no,yes,yes,no,5,3,1,4,2.0,8.0,,
178,179.0,GP,M,17,R,LE3,T,1,1,other,services,4,2,0,no,no,no,yes,yes,no,yes,5,3,1,5,0.0,8.0,,
179,180.0,GP,M,17,U,GT3,T,3,2,services,services,2,1,3,no,yes,no,yes,no,no,no,4,5,1,1,10.0,8.0,,
180,181.0,GP,M,16,U,GT3,T,2,2,other,other,1,2,0,no,no,no,no,yes,yes,no,4,3,2,4,0.0,11.0,4.0,10.0
181,182.0,GP,F,16,U,GT3,T,4,2,health,services,1,2,0,no,no,no,no,yes,yes,yes,4,2,1,1,0.0,18.0,,
182,183.0,GP,F,16,U,GT3,T,2,2,other,other,1,2,0,no,yes,no,no,no,yes,no,5,1,1,1,0.0,13.0,,
183,184.0,GP,F,16,U,GT3,T,4,4,health,health,1,2,0,no,yes,no,no,yes,yes,yes,4,4,1,1,0.0,17.0,,
184,185.0,GP,M,16,U,GT3,T,3,4,other,other,3,1,1,no,yes,no,yes,no,yes,no,3,4,2,4,4.0,10.0,,
185,186.0,GP,M,16,U,GT3,T,1,0,other,other,2,2,0,no,yes,no,yes,yes,yes,yes,4,3,1,1,0.0,18.0,,
